Solution118 ; 0.023025512695312500, 0.014297485351562500, 0.005310058593750000,  ,  0.907 
Solution118 ; 0.023910522460937500, 0.015258789062500000, 0.005249023437500000,  ,  0.856 
Solution118 ; 0.024459838867187500, 0.015396118164062500, 0.005493164062500000,  ,  0.825 
Solution118 ; 0.026412963867187500, 0.016433715820312500, 0.005661010742187500,  ,  0.863 
Solution118 ; 0.024887084960937500, 0.015029907226562500, 0.005798339843750000,  ,  0.807 
Solution118 ; 0.030258178710937500, 0.019897460937500000, 0.005691528320312500,  ,  1.178 
Solution118 ; 0.027099609375000000, 0.017501831054687500, 0.005325317382812500,  ,  0.959 
Solution118 ; 0.024154663085937500, 0.015167236328125000, 0.005187988281250000,  ,  0.786 
Solution118 ; 0.056549072265625000, 0.035446166992187500, 0.011062622070312500,  ,  2.505 
Solution118 ; 0.063568115234375000, 0.062774658203125000, 0.016921997070312500,  ,  2.542 
